Country,Sector,Sovereign / Non-Sovereign,Title,Commitment in UA,Status,Signature Date,country,Projects,Capacity (MW),Project,Capacity(MW),Name of Plant
,,,,,,,Tunisia,,,EPPM Sidi Bouzid Solar PV,10.0,
,,,,,,,Tunisia,,,Fatteh Nadia Gafsa Solar PV,1.0,
,,,,,,,Tunisia,,,Feriana Solar PV,10.0,
,,,,,,,Tunisia,,,Feriana Solar PV II,10.0,
,,,,,,,Tunisia,,,Gabès Solar PV,10.0,
,,,,,,,Tunisia,,,Gabès Solar PV II,10.0,
,,,,,,,Tunisia,,,Gabès Sud Solar PV,10.0,
,,,,,,,Tunisia,,,Gafsa Solar PV,100.0,
,,,,,,,Tunisia,,,Hezma Solar PV,1.0,
,,,,,,,Tunisia,,,Huilerie Oum el Jenna Solar PV,0.02173,
,,,,,,,Tunisia,,,Jbel Abderrahmane Wind,200.0,
,,,,,,,Tunisia,,,Jbel Tbaga Wind,100.0,
,,,,,,,Tunisia,,,Jebel Kchabta Wind,30.0,
,,,,,,,Tunisia,,,Jebel Sidi Bchir Wind,30.0,
,,,,,,,Tunisia,,,Kairouan Solar PV,100.0,
,,,,,,,Tunisia,,,Kasserine Solar PV,10.0,
,,,,,,,Tunisia,,,Manzel Chaker Solar PV,1.0,
,,,,,,,Tunisia,,,Medenine Nord Solar PV,1.0,
,,,,,,,Tunisia,,,Medenine Solar PV,10.0,
,,,,,,,Tunisia,,,Menzal Chaker Solar PV,1.0,
,,,,,,,Tunisia,,,Mornag Wind,30.0,
,,,,,,,Tunisia,,,Nouvelle Matmata Solar PV,1.0,
,,,,,,,Tunisia,,,Oued Elghar Solar PV,1.0,
,,,,,,,Tunisia,,,Sfax Biomass Power Generation (BPG),15.0,
,,,,,,,Tunisia,,,Sidi Bouzid Solar PV,50.0,
,,,,,,,Tunisia,,,SMTE Solar PV,1.0,
,,,,,,,Tunisia,,,Sousse Solar PV,1.0,
,,,,,,,Tunisia,,,Tataouine Pole Mounted Solar PV,0.00125,
,,,,,,,Tunisia,,,Tataouine Solar PV II,200.0,
,,,,,,,Tunisia,,,Tozeur Solar PV III,50.0,
,,,,,,,Tunisia,,,Tozzi Sidi Bouzid Solar PV,10.0,
,,,,,,,Tunisia,,,TuNur Solar,2250.0,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Tunisia,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Tunisia,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Tunisia,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Tunisia,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Tunisia,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Tunisia,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Tunisia,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Uganda,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Uganda,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Uganda,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Uganda,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Uganda,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Uganda,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Uganda,,,,,
,,,,,,,Uganda,,18.0,Mpanga,,
,,,,,,,Uganda,,13.0,Bugoye(Mobuku II),,
,,,,,,,Uganda,,9.0,Kabalega (Buseruka),,
,,,,,,,Uganda,,6.6,Ishasha,,
,,,,,,,Uganda,,5.0,Mobuku 1,,
,,,,,,,Uganda,,9.9,Mobuku III,,
,,,,,,,Uganda,,6.5,Muvumbe,,
,,,,,,,Uganda,,5.0,Siiti 1,,
,,,,,,,Uganda,,5.54,Rwimi,,
,,,,,,,Uganda,,9.2,Nyamwamba,,
,,,,,,,Uganda,,5.4,Lubilia,,
,,,,,,,Uganda,,9.6,Nkusi,,
,,,,,,,Uganda,,2.7,Mahoma,,
,,,,,,,Uganda,,4.8,Waki,,
,,,,,,,Uganda,,5.25,Sindila (Butama),,
,,,,,,,Uganda,,7.6,Ziba/Kyambura,,
,,,,,,,Uganda,,16.5,Siti 2,,
,,,,,,,Uganda,,5.9,Ndugutu,,
,,,,,,,Uganda,,6.5,Timex Bukinda,,
,,,,,,,Uganda,,6.0,Nyamasagani 2,,
,,,,,,,Uganda,,50.0,Namanve,,
,,,,,,,Uganda,,86.0,Electromaxx,,
,,,,,,,Uganda,,51.1,Kakira,,
,,,,,,,Uganda,,14.5,Kinyara,,
,,,,,,,Uganda,,11.9,SAIL,,
,,,,,,,Uganda,,25.0,SCOUL,,
,,,,,,,Uganda,,9.2,Mayuge,,
,,,,,,,Uganda,,10.0,Access Solar,,
,,,,,,,Uganda,,10.0,Tororo Solar North,,
,,,,,,,Uganda,,20.0,Kabulasoke Solar,,
,,,,,,,Uganda,,10.0,Mayuge Solar,,
,,,,,,,Uganda,,10.0,Tororo PV Power Project,,
,,,,,,,Uganda,,42.0,Achwa Hydro I,,
,,,,,,,Uganda,,13.0,Achwa Hydro III,,
,,,,,,,Uganda,,10.5,Achwa Hydro IV,,
,,,,,,,Uganda,,5.0,Achwa Hydro V,,
,,,,,,,Uganda,,2.0,Atari Hydro,,
,,,,,,,Uganda,,9.0,Bukwa Hydro,,
,,,,,,,Uganda,,6.9,Bulambuli Hydro,,
,,,,,,,Uganda,,146.0,Buliisa Associated Gas,,
,,,,,,,Uganda,,100.0,Buranga Geothermal,,
,,,,,,,Uganda,,2.0,Cresta Hydro,,
,,,,,,,Uganda,,12.0,Faber Capital Biomass,,
,,,,,,,Uganda,,20.0,Gulu Biomass,,
,,,,,,,Uganda,,50.0,Hoima Oil,,
,,,,,,,Uganda,,1.958,Hoimo Hydro,,
,,,,,,,Uganda,,20.0,Kasese Solar PV,,
,,,,,,,Uganda,,1.28,Katooke Hydro,,
,,,,,,,Uganda,,6.3,Keere Hydro,,
,,,,,,,Uganda,,2.45,Kisinga Hydro,,
,,,,,,,Uganda,,52.0,Lake Albert Infrastructure Project,,
,,,,,,,Uganda,,20.0,Lira Solar PV,,
,,,,,,,Uganda,,11.0,Lower Nkusi Hydro,,
,,,,,,,Uganda,,9.4,Lower Nsongya Hydro,,
,,,,,,,Uganda,,20.0,Luweero Biogas,,
,,,,,,,Uganda,,2.0,Mbigi Hydro,,
,,,,,,,Uganda,,20.0,Moto Geothermal,,
,,,,,,,Uganda,,3.1,Muyembe-Sirimityo Hydro,,
,,,,,,,Uganda,,38.0,Nsongezi Hydro,,
,,,,,,,Uganda,,3.2,Nyabuhuka-Mujunju Hydro,,
,,,,,,,Uganda,,7.0,Nyamabuye Hydro,,
,,,,,,,Uganda,,7.8,Nyamwamba Hydro II,,
,,,,,,,Uganda,,20.0,Pabbo Solar PV,,
,,,,,,,Uganda,,150.0,Panyigoro Geothermal,,
,,,,,,,Uganda,,3.25,Senok Atari Hydro,,
,,,,,,,Uganda,,7.1,Sironko Hydro,,
,,,,,,,Uganda,,20.0,West Nile Wind Solar PV,,
,,,,,,,Uganda,,50.0,Xsabo Power Soroti Solar PV,,
,,,,,,,Uganda,,7.8,Nyamwamba Hydro II,,
,,,,,,,Uganda,,20.0,Pabbo Solar PV,,
,,,,,,,Uganda,,150.0,Panyigoro Geothermal,,
,,,,,,,Uganda,,3.25,Senok Atari Hydro,,
,,,,,,,Uganda,,7.1,Sironko Hydro,,
,,,,,,,Uganda,,20.0,"West Nile Wind, Solar PV",,
,,,,,,,Uganda,,50.0,Xsabo Power Soroti Solar PV,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Uganda,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Uganda,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Uganda,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Uganda,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Uganda,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Uganda,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Uganda,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Zambia,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Zambia,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Zambia,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Zambia,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Zambia,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Zambia,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Zambia,,,,,
,,,,,,,Zambia,Adams Solar PV,10.0,,,
,,,,,,,Zambia,Adams Solar PV II,75.0,,,
,,,,,,,Zambia,Aggeneys Solar PV,46.0,,,
,,,,,,,Zambia,Amakhala Emoyeni Wind Phase I,134.4,,,
,,,,,,,Zambia,Aries Solar PV,10.0,,,
,,,,,,,Zambia,Atlantic Centre and Park-a-Lot Rooftop Solar PV,0.492,,,
,,,,,,,Zambia,Aurora Rietvlei Solar PV,10.35,,,
,,,,,,,Zambia,Avon Diesel,670.0,,,
,,,,,,,Zambia,Bethlehem Hydro,7.0,,,
,,,,,,,Zambia,Bokamoso Solar PV,67.9,,,
,,,,,,,Zambia,Bokpoort CSP,50.0,,,
,,,,,,,Zambia,Boshof Solar PV,60.0,,,
,,,,,,,Zambia,Chaba Wind,21.525,,,
,,,,,,,Zambia,Clanwilliam Hydro,1.5,,,
,,,,,,,Zambia,Coega IDZ Wind,1.8,,,
,,,,,,,Zambia,Cookhouse Wind,138.6,,,
,,,,,,,Zambia,Darling Wind,5.2,,,
,,,,,,,Zambia,Dassiesklip-Klipheuwel Wind,27.0,,,
,,,,,,,Zambia,De Aar Solar PV,50.0,,,
,,,,,,,Zambia,De Wildt Solar PV,50.0,,,
,,,,,,,Zambia,Dedisa Diesel,335.0,,,
,,,,,,,Zambia,Dorper Wind,100.0,,,
,,,,,,,Zambia,Dreunberg Solar PV,75.0,,,
,,,,,,,Zambia,Droogfontein Solar PV,50.0,,,
,,,,,,,Zambia,Dyason's Klip Solar PV I,75.0,,,
,,,,,,,Zambia,Dyason's Klip Solar PV II,75.0,,,
,,,,,,,Zambia,Excelsior Wind,32.5,,,
,,,,,,,Zambia,Garob Wind,138.0,,,
,,,,,,,Zambia,Gibson Bay Wind,111.0,,,
,,,,,,,Zambia,Golden Valley Wind,117.7,,,
,,,,,,,Zambia,Gouda Wind,135.1,,,
,,,,,,,Zambia,Grassridge Wind,60.0,,,
,,,,,,,Zambia,Greefspan Solar PV,10.0,,,
,,,,,,,Zambia,Greefspan Solar PV II,54.5,,,
,,,,,,,Zambia,Herbert Solar PV,20.0,,,
,,,,,,,Zambia,Hopefield Wind,66.6,,,
,,,,,,,Zambia,Jasper Solar PV,75.0,,,
,,,,,,,Zambia,Jeffreys Bay Wind,138.0,,,
,,,,,,,Zambia,Kalkbult Solar PV,75.0,,,
,,,,,,,Zambia,Kangnas Wind,140.0,,,
,,,,,,,Zambia,Karoshoek Solar One CSP,100.0,,,
,,,,,,,Zambia,Kathu CSP,100.0,,,
,,,,,,,Zambia,Kathu Solar PV,75.0,,,
,,,,,,,Zambia,KaXu Solar One CSP,100.0,,,
,,,,,,,Zambia,Kelvin Coal,600.0,,,
,,,,,,,Zambia,Khi Solar One CSP,50.0,,,
,,,,,,,Zambia,Khobab Wind,137.74,,,
,,,,,,,Zambia,Konkoonsies Solar PV I,10.0,,,
,,,,,,,Zambia,Konkoonsies Solar PV II,75.0,,,
,,,,,,,Zambia,Kouga Wind,80.0,,,
,,,,,,,Zambia,Kruisvallei Hydro,4.0,,,
,,,,,,,Zambia,L'Ormarins Hydro,2.3,,,
,,,,,,,Zambia,Lesedi Solar PV,64.0,,,
,,,,,,,Zambia,Letsatsi Solar PV,64.0,,,
,,,,,,,Zambia,Linde Solar PV,36.8,,,
,,,,,,,Zambia,Loeriesfontein Wind,136.7,,,
,,,,,,,Zambia,Longyuan Mulilo De Aar II North WEF Wind,138.96,,,
,,,,,,,Zambia,Longyuan Mulilo De Aar Maanhaarberg WEF Wind,96.48,,,
,,,,,,,Zambia,Matla A Bokone (Droogfontein II) Solar PV,75.0,,,
,,,,,,,Zambia,MetroWind Van Stadens Wind,27.0,,,
,,,,,,,Zambia,Mount Road Jet Fuel,40.0,,,
,,,,,,,Zambia,Mulilo De Aar Solar PV,10.3,,,
,,,,,,,Zambia,Mulilo Prieska Solar PV,20.65,,,
,,,,,,,Zambia,Mulilo Sonnedix Prieska PV,75.0,,,
,,,,,,,Zambia,Mulilo Total Prieska Solar PV,75.0,,,
,,,,,,,Zambia,Neusberg Hydro,12.03,,,
,,,,,,,Zambia,Newcastle Cogeneration (NewCogen) Gas,19.0,,,
,,,,,,,Zambia,Noblesfontein Wind,73.8,,,
,,,,,,,Zambia,Nojoli Wind,88.0,,,
,,,,,,,Zambia,Noupoort Wind,80.5,,,
,,,,,,,Zambia,Nxuba Wind,141.0,,,
,,,,,,,Zambia,Oyster Bay Wind,140.0,,,
,,,,,,,Zambia,Paleisheuwel Solar PV,75.0,,,
,,,,,,,Zambia,Perdekraal East Wind,107.8,,,
,,,,,,,Zambia,Pulida Solar PV,75.0,,,
,,,,,,,Zambia,Roggeveld Wind,140.0,,,
,,,,,,,Zambia,RustMo1 Solar PV,7.0,,,
,,,,,,,Zambia,Sirius Project One Solar PV,75.0,,,
,,,,,,,Zambia,Sishen Solar PV,74.0,,,
,,,,,,,Zambia,SlimSun Swartland Solar PV,5.0,,,
,,,,,,,Zambia,Solar Capital De Aar Solar PV I,75.0,,,
,,,,,,,Zambia,Solar Capital De Aar Solar PV III,75.0,,,
,,,,,,,Zambia,Soutpan Solar PV,28.0,,,
,,,,,,,Zambia,Stortemelk Hydro,4.5,,,
,,,,,,,Zambia,Tom Burke Solar PV,60.0,,,
,,,,,,,Zambia,Touwsrivier CPV1,36.0,,,
,,,,,,,Zambia,Tsitsikamma Community Wind,95.325,,,
,,,,,,,Zambia,Tugela Mill Biomass Cogeneration,11.18,,,
,,,,,,,Zambia,Upington Solar PV,10.0,,,
,,,,,,,Zambia,Vredendal Solar PV,10.395,,,
,,,,,,,Zambia,Waainek Wind,24.6,,,
,,,,,,,Zambia,Waterloo Solar PV,75.0,,,
,,,,,,,Zambia,Wesley-Ciskei Wind,34.5,,,
,,,,,,,Zambia,West Coast One Wind,94.0,,,
,,,,,,,Zambia,Witkop Solar PV,30.0,,,
,,,,,,,Zambia,Xina Solar One CSP,100.0,,,
,,,,,,,Zambia,Zeerust Solar PV,75.0,,,
,,,,,,,Zambia,Adams Solar PV,10.0,,,
,,,,,,,Zambia,Adams Solar PV II,75.0,,,
,,,,,,,Zambia,Aggeneys Solar PV,46.0,,,
,,,,,,,Zambia,Amakhala Emoyeni Wind Phase I,134.4,,,
,,,,,,,Zambia,Aries Solar PV,10.0,,,
,,,,,,,Zambia,Atlantic Centre and Park-a-Lot Rooftop Solar PV,0.492,,,
,,,,,,,Zambia,Aurora Rietvlei Solar PV,10.35,,,
,,,,,,,Zambia,Avon Diesel,670.0,,,
,,,,,,,Zambia,Bethlehem Hydro,7.0,,,
,,,,,,,Zambia,Bokamoso Solar PV,67.9,,,
,,,,,,,Zambia,Bokpoort CSP,50.0,,,
,,,,,,,Zambia,Boshof Solar PV,60.0,,,
,,,,,,,Zambia,Chaba Wind,21.525,,,
,,,,,,,Zambia,Clanwilliam Hydro,1.5,,,
,,,,,,,Zambia,Coega IDZ Wind,1.8,,,
,,,,,,,Zambia,Cookhouse Wind,138.6,,,
,,,,,,,Zambia,Darling Wind,5.2,,,
,,,,,,,Zambia,Dassiesklip-Klipheuwel Wind,27.0,,,
,,,,,,,Zambia,De Aar Solar PV,50.0,,,
,,,,,,,Zambia,De Wildt Solar PV,50.0,,,
,,,,,,,Zambia,Dedisa Diesel,335.0,,,
,,,,,,,Zambia,Dorper Wind,100.0,,,
,,,,,,,Zambia,Dreunberg Solar PV,75.0,,,
,,,,,,,Zambia,Droogfontein Solar PV,50.0,,,
,,,,,,,Zambia,Dyason's Klip Solar PV I,75.0,,,
,,,,,,,Zambia,Dyason's Klip Solar PV II,75.0,,,
,,,,,,,Zambia,Excelsior Wind,32.5,,,
,,,,,,,Zambia,Garob Wind,138.0,,,
,,,,,,,Zambia,Gibson Bay Wind,111.0,,,
,,,,,,,Zambia,Golden Valley Wind,117.7,,,
,,,,,,,Zambia,Gouda Wind,135.1,,,
,,,,,,,Zambia,Grassridge Wind,60.0,,,
,,,,,,,Zambia,Greefspan Solar PV,10.0,,,
,,,,,,,Zambia,Greefspan Solar PV II,54.5,,,
,,,,,,,Zambia,Herbert Solar PV,20.0,,,
,,,,,,,Zambia,Hopefield Wind,66.6,,,
,,,,,,,Zambia,Jasper Solar PV,75.0,,,
,,,,,,,Zambia,Jeffreys Bay Wind,138.0,,,
,,,,,,,Zambia,Kalkbult Solar PV,75.0,,,
,,,,,,,Zambia,Kangnas Wind,140.0,,,
,,,,,,,Zambia,Karoshoek Solar One CSP,100.0,,,
,,,,,,,Zambia,Kathu CSP,100.0,,,
,,,,,,,Zambia,Kathu Solar PV,75.0,,,
,,,,,,,Zambia,KaXu Solar One CSP,100.0,,,
,,,,,,,Zambia,Kelvin Coal,600.0,,,
,,,,,,,Zambia,Khi Solar One CSP,50.0,,,
,,,,,,,Zambia,Khobab Wind,137.74,,,
,,,,,,,Zambia,Konkoonsies Solar PV I,10.0,,,
,,,,,,,Zambia,Konkoonsies Solar PV II,75.0,,,
,,,,,,,Zambia,Kouga Wind,80.0,,,
,,,,,,,Zambia,Kruisvallei Hydro,4.0,,,
,,,,,,,Zambia,L'Ormarins Hydro,2.3,,,
,,,,,,,Zambia,Lesedi Solar PV,64.0,,,
,,,,,,,Zambia,Letsatsi Solar PV,64.0,,,
,,,,,,,Zambia,Linde Solar PV,36.8,,,
,,,,,,,Zambia,Loeriesfontein Wind,136.7,,,
,,,,,,,Zambia,Longyuan Mulilo De Aar II North WEF Wind,138.96,,,
,,,,,,,Zambia,Longyuan Mulilo De Aar Maanhaarberg WEF Wind,96.48,,,
,,,,,,,Zambia,Matla A Bokone (Droogfontein II) Solar PV,75.0,,,
,,,,,,,Zambia,MetroWind Van Stadens Wind,27.0,,,
,,,,,,,Zambia,Mount Road Jet Fuel,40.0,,,
,,,,,,,Zambia,Mulilo De Aar Solar PV,10.3,,,
,,,,,,,Zambia,Mulilo Prieska Solar PV,20.65,,,
,,,,,,,Zambia,Mulilo Sonnedix Prieska PV,75.0,,,
,,,,,,,Zambia,Mulilo Total Prieska Solar PV,75.0,,,
,,,,,,,Zambia,Neusberg Hydro,12.03,,,
,,,,,,,Zambia,Newcastle Cogeneration (NewCogen) Gas,19.0,,,
,,,,,,,Zambia,Noblesfontein Wind,73.8,,,
,,,,,,,Zambia,Nojoli Wind,88.0,,,
,,,,,,,Zambia,Noupoort Wind,80.5,,,
,,,,,,,Zambia,Nxuba Wind,141.0,,,
,,,,,,,Zambia,Oyster Bay Wind,140.0,,,
,,,,,,,Zambia,Paleisheuwel Solar PV,75.0,,,
,,,,,,,Zambia,Perdekraal East Wind,107.8,,,
,,,,,,,Zambia,Pulida Solar PV,75.0,,,
,,,,,,,Zambia,Roggeveld Wind,140.0,,,
,,,,,,,Zambia,RustMo1 Solar PV,7.0,,,
,,,,,,,Zambia,Sirius Project One Solar PV,75.0,,,
,,,,,,,Zambia,Sishen Solar PV,74.0,,,
,,,,,,,Zambia,SlimSun Swartland Solar PV,5.0,,,
,,,,,,,Zambia,Solar Capital De Aar Solar PV I,75.0,,,
,,,,,,,Zambia,Solar Capital De Aar Solar PV III,75.0,,,
,,,,,,,Zambia,Soutpan Solar PV,28.0,,,
,,,,,,,Zambia,Stortemelk Hydro,4.5,,,
,,,,,,,Zambia,Tom Burke Solar PV,60.0,,,
,,,,,,,Zambia,Touwsrivier CPV1,36.0,,,
,,,,,,,Zambia,Tsitsikamma Community Wind,95.325,,,
,,,,,,,Zambia,"Tugela Mill Biomass, Cogeneration",11.18,,,
,,,,,,,Zambia,Upington Solar PV,10.0,,,
,,,,,,,Zambia,Vredendal Solar PV,10.395,,,
,,,,,,,Zambia,Waainek Wind,24.6,,,
,,,,,,,Zambia,Waterloo Solar PV,75.0,,,
,,,,,,,Zambia,Wesley-Ciskei Wind,34.5,,,
,,,,,,,Zambia,West Coast One Wind,94.0,,,
,,,,,,,Zambia,Witkop Solar PV,30.0,,,
,,,,,,,Zambia,Xina Solar One CSP,100.0,,,
,,,,,,,Zambia,Zeerust Solar PV,75.0,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Zambia,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Zambia,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Zambia,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Zambia,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Zambia,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Zambia,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Zambia,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Zimbabwe,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Zimbabwe,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Zimbabwe,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Zimbabwe,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Zimbabwe,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Zimbabwe,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Zimbabwe,,,,,
,,,,,,,Zimbabwe,,,,35.0,Triangle Limited
,,,,,,,Zimbabwe,,,,39.0,Hippo Valley Estates Ltd
,,,,,,,Zimbabwe,,,,1.1,Nyangani RE (A)
,,,,,,,Zimbabwe,,,,2.75,Pungwe Power Station(A)
,,,,,,,Zimbabwe,,,,15.25,Pungwe Power Station (B)
,,,,,,,Zimbabwe,,,,18.3,Green Fuel
,,,,,,,Zimbabwe,,,,2.2,Nyangani RE (B)
,,,,,,,Zimbabwe,,,,1.6,Kupunga RE
,,,,,,,Zimbabwe,,,,2.06,Tsanga Power Station
,,,,,,,Zimbabwe,,,,3.72,Nyangani RE (C)
,,,,,,,Zimbabwe,,,,2.3,Hauna Power Station
,,,,,,,Zimbabwe,,,,2.0,Centagrid Power Station
,,,,,,,Zimbabwe,,,,2.5,Riverside Power Station
,,,,,,,Zimbabwe,,,,0.3,Bonemarrow Investment
,,,,,,,Zimbabwe,,,,2.25,Nottingham Estates
,,,,,,,Zimbabwe,,,,0.45,Econet Wireless
,,,,,,,Zimbabwe,,,,0.19,Standards Association
,,,,,,,Zimbabwe,,,Bromley Solar PV,15,
,,,,,,,Zimbabwe,,,Bulawayo Solar PV,100,
,,,,,,,Zimbabwe,,,Cactus Hill Farm Solar PV,65,
,,,,,,,Zimbabwe,,,Chapfucheche Solar PV,175,
,,,,,,,Zimbabwe,,,Chiredzi Solar PV,10,
,,,,,,,Zimbabwe,,,Colleen Bawn Solar PV,32,
,,,,,,,Zimbabwe,,,Donnington West Solar PV,50,
,,,,,,,Zimbabwe,,,Ecosoft Solar PV,36,
,,,,,,,Zimbabwe,,,Glancier Investments Solar PV,60,
,,,,,,,Zimbabwe,,,Gombe Power Solar PV,100,
,,,,,,,Zimbabwe,,,Goromonzi Solar PV,100,
,,,,,,,Zimbabwe,,,Gutu Solar PV,20,
,,,,,,,Zimbabwe,,,Gwanda CSP,50-150,
,,,,,,,Zimbabwe,,,Gwayi Coal,300-1200,
,,,,,,,Zimbabwe,,,Harare Solar PV,50,
,,,,,,,Zimbabwe,,,Zimbabwe,10,
,,,,,,,Zimbabwe,,,Lake Mutirikwi Floating Solar PV,19,
,,,,,,,Zimbabwe,,,Lusulu Coal Phase IA,350,
,,,,,,,Zimbabwe,,,Lusulu Coal Phase IB,350,
,,,,,,,Zimbabwe,,,Lusulu Coal Phase II,700,
,,,,,,,Zimbabwe,,,Lusulu Coal Phase III,700,
,,,,,,,Zimbabwe,,,Malilangwe Solar PV Battery,5.06,
,,,,,,,Zimbabwe,,,Matshela Energy Solar PV,100,
